InvoiceNo,StockCode,Quantity,UnitPrice
569572,23233,600,0.36
569573,23469,6,4.15
569574,23313,5,4.95
569575,22076,12,1.65
569576,23284,30,7.08
569577,84347,18,2.55
569578,23084,5,0.0
569579,21819,36,0.39
569580,22065,10,0.39
569581,23406,2,6.25
569583,23322,1,2.95
569590,22138,12,4.95
569629,22577,24,0.29
569630,22469,12,1.65
569631,22489,24,0.42
569632,85034B,12,4.25
569633,21912,4,3.75
569634,22061,1,9.95
569635,21787,24,0.85
569637,23351,12,1.25
C569636,22996,-4,0.42
569638,23144,144,0.72
569639,POST,1,240.0
569640,21232,60,1.25
569641,22945,12,0.85
569643,23113,3,4.95
C569644,23112,-1,7.5
569647,22722,240,3.45
569648,22386,100,1.79
569649,22207,24,3.75
569650,23392,96,1.79
569651,23343,10,2.08
569652,23390,4,4.15
569653,22897,10,1.45
569654,23328,24,3.39
C569655,22990,-2,4.95
569656,23355,24,4.15
569657,84944,22,0.0
569658,84836,216,1.06
569659,85036C,6,4.25
569660,85088,24,2.1
569661,22457,6,2.95
569662,22759,12,1.65
C569663,21925,-2,1.25
569664,23029,12,1.65
569665,22803,1,39.95
569666,23029,12,1.65
569667,22596,12,1.25
569668,23469,6,4.15
569669,22941,1,8.5
569670,21901,1,0.65
569671,22910,40,2.55
569672,21263,2,1.95
569673,84836,6,1.25
569674,22041,12,2.55
569675,23424,4,4.95
569676,22568,1,3.75
569677,23311,6,2.55
569678,21034,2,0.95
569679,23534,12,5.35
569680,23296,8,1.25
569681,84944,25,0.0
C569682,23239,-6,4.15
569683,21385,24,0.85
569684,22795,2,6.75
569685,23373,20,0.82
569686,23309,24,0.55
569687,22193,2,8.5
569688,23327,1,0.63
569689,22722,24,3.45
569690,23129,12,4.15
569691,23122,12,0.83
569692,23390,4,4.15
569693,90201C,1,2.95
569694,20686,6,3.25
569695,23528,6,3.75
569696,22722,4,3.95
569697,23409,6,3.75
569698,23207,10,1.65
569699,23415,1,1.65
569700,21471,1,3.29
569701,23009,2,16.95
569702,85152,2,2.1
569705,23423,6,3.75
569706,21035,100,2.75
569714,23391,1,4.15
569715,21166,12,2.08
569716,72819,6,2.55
569717,22296,12,1.65
569718,23390,4,4.15
569719,21430,24,3.39
569720,23391,1,4.15
569721,21125,24,1.25
569722,23355,12,4.95
569723,20712,10,2.08
569724,22423,40,10.95
569725,48116,20,7.08
569726,23355,4,4.95
569727,22471,3,4.95
569728,23234,6,2.89
569729,22138,3,4.95
569730,47590A,50,4.65
569731,23328,24,3.39
569732,22271,6,2.95
C569733,POST,-1,18.0
569734,23396,4,3.75
569735,POST,2,15.0
569736,22689,2,8.25
569737,22952,24,0.55
569738,84029G,4,4.25
569739,22121,3,5.95
569740,20713,30,2.08
569741,23472,2,14.95
569742,23080,4,8.25
C569743,20713,-30,2.08
569766,22417,24,0.55
569767,22418,24,0.85
569768,22109,16,3.39
569769,23284,10,7.08
569780,22943,24,4.25
569781,84945,192,0.72
C569786,22794,-1,7.95
569789,85032A,1,0.65
569790,85049G,1,1.25
569799,23209,10,1.65
569803,21172,12,1.45
569815,82482,72,2.1
569816,POST,4,0.55
569817,21870,-26,0.0
569818,82486,1,8.95
569822,21626,12,1.95
569823,21071,4,1.25
569824,21591,24,1.25
569825,22725,4,3.75
569826,21794,8,3.95
569827,22086,6,2.95
569828,23284,3,8.25
C569829,D,-1,16.74
569830,23343,800,0.0
569831,20713,-800,0.0
569832,21232,12,1.25
569833,21880,12,0.65
569834,22551,12,1.65
569835,22785,1,6.75
569836,23206,20,1.65
569837,22091,1,0.39
569838,22111,3,4.95
569839,20713,300,1.79
569840,84378,12,1.45
569841,23536,4,5.95
569842,23330,12,1.25
569843,22210,1,0.83
569844,22505,4,4.95
569845,20679,3,5.95
569846,22952,24,0.55
569847,22147,12,1.45
569848,85099B,10,2.08
569849,22139,6,4.95
569850,21175,12,2.55
C569851,21537,-1,3.75
569852,23083,24,3.75
569853,22114,4,4.25
569854,35954,-430,0.0
569855,23412,-30,0.0
569856,23313,5,4.95
569857,85099B,200,1.95
569858,21242,96,1.45
569859,22722,4,3.95
569860,23348,6,2.08
569861,22629,12,1.95
569862,21034,1,0.95
569863,23316,1,9.95
569864,85088,48,1.69
569865,22665,1,2.95
569866,22320,2,5.95
569867,21210,24,1.45
569868,23367,16,0.65
569869,22772,36,1.25
569870,23239,1,4.15
569871,23529,6,3.75
569872,23283,4,8.25
569873,48173C,4,8.25
569874,90180A,-32,0.0
569875,90195A,-45,0.0
569876,90210D,-28,0.0
569877,90210C,-10,0.0
569878,90057,-380,0.0
569879,90012B,-5,0.0
569880,90012A,-18,0.0
569881,90014C,-8,0.0
569882,90014B,-1,0.0
569883,90014A,-12,0.0
569884,90164B,-14,0.0
569885,90164A,-15,0.0
569886,90191,-60,0.0
569887,48194,2,8.25
569888,23534,18,5.35
569889,84212,480,0.42
569890,21175,24,2.55
C569891,84609,-2,8.5
569892,22138,3,4.95
569893,23500,20,1.25
569894,22950,4,1.45
569895,23348,420,0.0
569896,22555,1,1.65
569897,22824,1,35.95
569898,21172,2,4.13
569899,48185,2,8.25
569900,20971,12,1.25
569901,23241,6,2.08
C569902,23092,-1,7.9
569903,21352,12,2.95
569904,82484,4,7.95
569905,20914,6,2.95
569906,21034,2,0.95
569907,22223,6,4.95
C569908,23322,-2,2.95
C569909,22891,-1,4.25
569910,20727,20,1.65
C569911,23236,-1,2.89
569912,23519,6,3.75
C569913,22784,-1,4.95
569914,22065,48,0.39
569915,90012A,2,2.95
C569916,22646,-8,1.25
569917,23029,6,1.65
569918,84968C,2,12.75
569919,22730,4,3.75
569920,85231B,12,0.85
569921,23427,1,12.5
C569922,22728,-1,3.75
569923,23396,4,3.75
569924,22837,9,0.0
569925,21067,6,0.0
569926,35815P,6,0.0
569927,22171,9,0.0
569928,22062,16,0.0
569929,22084,2,0.0
569930,35914,2,0.0
569931,37370,18,0.0
569932,22945,12,0.85
569933,84849D,101,0.0
569934,85049D,1,0.0
569935,90209B,1,0.0
569936,23250,96,1.04
569937,90209C,1,0.0
C569938,22726,-1,3.75
C569939,22784,-1,4.95
C569940,23084,-4,1.79
C569941,23412,-2,7.5
569943,21984,1,0.39
C569942,22842,-2,6.75
C569944,23425,-2,2.49
C569945,22720,-2,4.95
C569946,22487,-4,8.5
569947,22062,20,0.0
569948,84949,12,1.65
C569949,23243,-2,4.95
C569950,22470,-1,2.95
C569951,23002,-18,0.42
C569952,23203,-2,2.08
C569953,21925,-2,1.25
C569954,47594A,-1,1.95
C569955,23110,-2,5.75
C569956,82482,-6,2.95
C569957,22666,-3,2.95
C569958,23292,-8,1.25
C569959,23123,-3,0.83
C569960,23203,-1,2.08
C569961,22960,-3,4.25
569962,23284,10,6.75
C569963,22636,-3,8.5
C569964,23032,-1,1.65
569965,22639,2,2.55
C569966,22891,-2,4.25
C569967,23250,-7,1.04
569968,23371,2,1.25
C569969,23240,-1,4.15
C569970,23240,-2,4.15
C569971,23247,-3,2.89
C569972,23111,-1,12.5
C569973,22328,-3,2.95
C569974,23241,-2,2.08
C569975,23118,-1,7.5
C569976,84949,-3,1.65
569977,35599B,2,1.95
C569978,22867,-12,2.1
C569979,23494,-3,5.95
C569980,23089,-3,1.95
C569981,22312,-2,2.95
C569982,M,-1,218.72
569983,23103,4,1.65
C569984,22166,-1,7.95
C569985,22301,-6,2.55
C569986,23015,-2,8.25
C569987,22439,-40,0.65
C569988,22766,-1,2.95
C569989,21481,-26,2.55
C569990,23243,-24,4.15
C569991,21673,-24,1.45
C569992,84944,-48,1.65
C569993,23328,-4,3.75
C569994,22964,-2,2.1
C569995,23319,-48,2.08
C569996,23268,-12,1.45
569997,23245,32,4.15
569998,22573,24,0.85
569999,46000R,2,1.45
570000,22066,48,0.39
570001,22816,12,0.42
570002,22176,48,2.55
570003,47594A,1,1.95
C570004,47594A,-1,1.95
C570005,22722,-1,3.95
C570006,22784,-1,4.95
570007,21559,12,2.55
570008,C2,1,50.0
570009,84991,24,0.55
570010,72741,9,1.45
570011,21733,12,2.95
C570012,23403,-1,3.75
570013,21395,-38,0.0
570014,23541,2,8.25
570015,21394,42,0.0
570016,22130,12,0.85
570017,21621,12,8.5
570018,85099F,100,1.79
570019,20735,1,0.85
570020,22553,24,1.65
570021,23166,3,1.25
570022,79321,2,5.75
570023,23412,2,7.5
570024,21135,16,1.69
C570025,AMAZONFEE,-1,5942.57
570026,47421,24,0.42
570027,21671,12,1.45
570028,22943,24,4.25
570030,21977,24,0.55
570036,22746,6,2.1
570049,22942,2,8.5
570065,22688,2,0.0
C570066,23032,-2,1.65
570076,20975,24,0.65
570082,22993,144,1.06
570086,22699,6,2.95
570087,20675,3,2.46
570088,23204,2,0.85
570089,22178,96,1.65
570090,22427,12,5.45
570091,22147,12,1.45
570092,22207,72,3.75
570093,72807C,1,4.25
570094,20969,144,3.39
570095,48185,4,8.25
570096,21427,2,2.1
570097,22149,600,1.85
570098,23434,30,0.79
C570099,82583,-1,1.85
570100,22457,12,2.95
570101,23189,24,2.89
570102,22736,10,1.65
570103,23543,2,8.25
570108,23032,6,1.65
570110,22570,-74,0.0
570111,23401,1,6.25
570112,22569,-84,0.0
570113,22080,90,1.65
570114,22992,12,1.95
570115,21810,4,0.39
570116,22634,1,9.95
570117,72800E,24,2.1
570118,23048,4,4.15
570119,22457,2,2.95
570120,22570,6,0.0
570121,22985,25,0.42
C570122,82482,-2,2.95
570123,23108,2,6.25
570124,23188,60,1.65
570125,23247,6,2.89
570126,51014C,12,0.39
570127,23309,24,0.55
570128,23344,100,1.79
570129,23308,24,0.55
570130,23368,16,0.65
570144,23284,2,8.25
570167,22776,3,9.95
570168,23551,1,0.39
570177,22737,10,1.65
570178,22114,4,4.25
570179,22737,10,1.65
570180,22737,10,1.65
570181,22456,6,4.95
570183,21535,6,2.55
570184,21463,16,4.95
570185,21090,-192,0.0
570186,22737,10,1.65
570187,21001,1,4.13
570188,22749,48,3.39
570189,20973,24,0.65
570190,20973,24,0.65
570191,23309,24,0.55
570192,22737,10,1.65
570193,22449,-125,0.0
C570194,23348,-1,2.08
570195,22580,6,5.95
570196,22621,12,1.65
570197,16216,15,0.06
570198,47504K,72,0.0
C570199,84949,-4,1.65
570200,20712,4,2.08
570201,23348,1,2.08
570202,POST,1,6.32
C570203,23089,-1,1.65
570206,21524,10,7.08
C570207,23077,-20,1.25
570208,20679,3,5.95
570209,23539,2,5.95
570210,22844,1,8.5
570211,23344,4,2.08
570212,20654,1,1.25
570213,22866,12,2.1
570214,23437,8,1.25
570215,21811,12,0.39
570216,22993,8,1.25
570217,22381,2,2.1
570218,22767,2,9.95
570219,23199,5,2.08
570220,84029E,4,4.25
C570221,22356,-13,0.85
570222,22131,10,1.95
570223,22611,3,4.95
570224,22730,2,3.75
570225,16169E,25,0.42
570226,46000S,3,1.45
570227,23163,8,2.49
570228,22963,2,0.85
570229,21992,1,1.25
570230,21992,1,1.25
570231,20718,2,1.25
570232,20970,4,3.75
570233,22366,1,8.25
570234,23330,1,1.25
570235,46000S,2,1.45
570236,22556,1,1.65
570237,22835,2,4.95
570238,16048,1,0.12
570239,23546,25,0.42
570240,23403,1,3.75
570241,16048,6,0.12
570242,22142,80,1.25
570243,22468,4,6.75
570244,85123A,18,2.95
570245,21181,12,2.1
570246,47503A,4,0.42
570247,21523,10,7.08
570248,23284,40,7.08
570249,22737,10,1.65
570250,84987,12,1.45
570251,84946,24,1.25
570252,23355,8,4.95
570253,23040,120,4.95
570254,21506,12,0.42
570255,82484,6,7.95
570256,21213,24,0.55
570257,15056N,12,5.95
570258,21329,1,3.29
570259,22336,-114,0.0
570260,35933,-34,0.0
570261,35933,10,0.0
570262,35954,-80,0.0
570263,23412,2,0.0
570264,21288,-22,0.0
570265,22722,24,3.45
570266,23534,12,5.35
570267,22361,6,2.95
570268,84949,72,1.45
570269,22966,12,1.25
570270,22697,6,2.95
570271,84879,16,1.69
570272,23263,12,1.25
570273,23434,30,0.79
C570274,22469,-33,1.45
570275,84949,72,1.45
C570276,22138,-3,4.95
C570278,22366,-24,7.08
C570279,M,-3,8.0
570280,22158,64,2.55
570281,22779,48,3.75
570282,47504H,12,0.79
C570283,23355,-1,4.95
570284,23266,4,1.25
570285,22910,6,2.95
570286,23436,2,1.25
570287,84029E,4,4.25
570288,23119,2,0.62
570289,21623,2,9.95
C570290,21430,-4,3.75
C570291,20727,-10,1.65
570292,23526,4,5.95
570293,21823,24,0.39
570294,84249A,-25,0.0
C570301,M,-1,682.05
570332,23321,12,1.65
C570331,51014C,-1,0.39
570333,23131,2,4.15
570337,22367,8,1.95
570338,20713,200,1.79
570342,22147,12,1.45
570348,22113,4,4.25
570353,21258,3,12.75
570356,22230,240,0.29
570374,23412,1,7.5
570380,21899,1,0.65
570388,22423,1,12.75
570403,47574A,-61,0.0
570404,22100,1,0.39
570405,72818,36,0.39
570407,22197,100,0.72
C570406,22890,-1,9.95
570408,22098,360,0.39
570409,22976,12,1.25
570410,22439,10,0.65
570411,21731,12,1.65
570412,23293,1,0.83
570413,21155,6,2.55
570414,23332,1,1.65
570415,22734,6,2.89
570416,23080,2,8.25
570417,POST,1,3.82
570418,23311,6,2.55
570419,23483,12,1.25
570420,21843,1,10.95
570421,23394,6,3.75
570422,22144,40,1.85
570423,20726,6,1.65
570424,21124,4,1.25
570425,23503,24,1.25
570426,21498,25,0.42
570427,22624,2,8.5
570428,23351,2,1.25
570429,85123A,96,2.55
570430,72800E,2,2.55
570440,21424,-40,0.0
570441,22086,40,2.55
570442,21955,1,8.25
570443,84846A,24,2.1
570444,22300,2,2.55
570445,21166,1,2.08
570446,23240,6,4.15
C570447,72802A,-1,4.25
570448,21497,25,0.42
570449,84946,72,1.06
C570450,75049L,-6,0.85
570451,37467,15,0.0
570452,22972,12,1.65
C570453,M,-1,821.9
C570454,BANK CHARGES,-1,472.77
570455,85212,2,0.29
C570456,S,-1,98.18
570457,22941,1,8.5
570458,21591,12,1.25
570459,23534,3,5.95
C570460,23397,-1,9.95
570461,23284,20,7.08
570462,22941,1,8.5
C570463,BANK CHARGES,-1,49.65
C570464,S,-1,47.98
570465,15036,2,1.63
570466,22809,2,2.95
570467,22551,12,1.65
C570468,M,-1,238.78
570470,22987,2,0.42
C570471,23169,-3,3.75
570472,22193,1,8.5
570473,22559,3,1.25
570474,23525,5,3.75
570475,M,12,0.42
C570476,23503,-1,1.25
C570477,22767,-1,9.95
C570478,22423,-3,10.95
570479,21495,25,0.42
570481,20726,10,1.65
570482,23349,3,1.25
C570480,22382,-10,1.65
C570483,22728,-2,3.75
C570484,22576,-6,0.85
570485,22969,12,1.45
C570486,22138,-6,4.95
570488,20996,3,0.83
C570487,CRUK,-1,411.92
570489,22992,12,1.95
C570490,21671,-1,1.45
570491,20702,1,4.25
570492,21621,2,8.5
570493,23284,10,7.08
570494,23355,6,4.95
570495,22534,48,0.42
570496,22621,60,1.45
570497,23502,1,1.25
570498,23320,12,2.89
570499,21240,8,0.85
570500,35970,6,1.69
570501,22561,12,1.65
570502,22978,6,3.75
570503,84077,48,0.29
570504,21181,12,2.1
570505,23326,96,0.63
570506,22386,10,2.08
570507,22110,6,2.55
C570508,21626,-12,1.95
570509,23350,12,1.25
570510,48194,4,8.25
570511,82484,6,7.95
570512,48184,10,7.08
570513,23426,12,2.89
570514,20723,12,0.85
570516,20768,6,2.55
C570515,90201C,-6,2.95
570517,22333,8,1.65
570518,23268,4,0.0
570519,21244,5,0.0
570520,23412,2,0.0
570521,22915,12,0.42
570522,22207,72,3.75
C570552,85099F,-100,1.74
C570553,23048,-1,4.15
570554,84341B,1,0.38
570555,20724,10,0.85
C570556,22570,-240,3.39
570557,20969,144,3.39
C570573,21306,-18,0.29
570590,21811,48,0.39
570591,23503,12,1.25
570592,21484,1,9.13
570593,21819,36,0.39
570594,23245,4,4.95
570595,21823,-94,0.0
570596,21803,-38,0.0
570597,22423,6,12.75
570598,22991,12,1.95
570599,84596G,-365,0.0
570600,22867,12,2.1
570601,22962,24,0.85
570602,23530,12,4.95
570632,23199,10,2.08
570634,22766,4,2.95
570637,23204,20,0.85
570638,22603,12,0.85
570640,23345,12,1.25
570642,22047,25,0.42
570645,84247E,24,0.0
570646,21506,12,0.42
570648,22101,6,2.1
C570647,23343,-100,1.79
570649,23390,4,4.15
570650,22382,1,1.65
570651,22371,36,3.95
570652,23311,12,2.55
570653,22169,2,8.5
C570654,POST,-1,14.95
C570655,20979,-2,1.25
570656,82616B,11,1.25
570657,23079,2,8.95
C570658,82616C,-3,1.25
570659,90200E,24,3.75
570660,84843,18,5.95
570661,22400,12,0.39
570662,22149,36,2.1
570663,22577,24,0.29
570664,21742,1,5.95
570665,22507,1,4.95
570666,21731,12,1.65
570667,22352,12,2.55
570668,46000R,3,1.45
570669,23526,4,5.95
570670,21890,6,3.25
570671,22077,12,1.95
570672,17012A,24,0.85
570673,21328,6,1.65
570674,22044,24,0.19
570675,21094,12,0.85
570676,22163,24,0.79
570677,22679,2,1.25
570678,47590A,21,5.45
570679,47585A,4,3.75
570680,22379,10,2.1
570681,POST,1,6.0
570682,22940,8,4.25
C570683,22411,-1,2.08
C570684,23274,-1,1.65
570685,72800D,1,2.55
C570686,22962,-2,0.85
C570687,84947,-2,1.25
570688,15036,3,1.63
570690,15036,1,1.63
570691,85231G,-110,0.0
C570692,23169,-2,4.15
570693,23470,2,6.25
570694,C2,1,50.0
570695,22593,12,0.85
570696,22577,24,0.29
570697,22086,6,2.95
570698,23284,6,8.25
570699,21497,25,0.42
570700,22423,16,10.95
570701,85152,48,1.85
570702,21166,48,1.85
570703,23368,16,0.65
570705,M,18,0.36
C570704,M,-18,1.0
570706,22423,2,12.75
570707,84997B,10,4.15
C570708,M,-600,0.19
570709,21098,19,0.0
570710,21918,10,0.0
570711,21622,-45,0.0
570712,22121,-90,0.0
570713,22423,6,12.75
570714,22328,12,2.95
570715,22865,12,2.1
570716,23238,6,4.15
570717,23127,12,4.95
570718,23392,12,2.08
570719,84947,6,1.25
570720,21983,24,0.29
570721,72817,24,0.79
570722,47566,4,4.95
570723,23269,96,1.25
570724,22622,2,11.95
570725,POST,1,4.5
570726,23233,25,0.42
C570727,23198,-1,1.45
570731,23251,12,1.25
570733,22386,5,2.08
570754,22908,12,0.85
570761,90173,1,3.75
570769,84997C,48,4.15
570776,23203,10,2.08
C570775,POST,-1,18.0
570784,21154,10,1.25
570790,22578,24,0.29
570791,23500,4,1.25
570792,22567,20,1.45
570793,23418,12,2.08
570794,22812,24,1.95
570795,23238,12,4.15
570796,22661,2,0.85
570797,23166,48,1.04
570798,POST,2,18.0
570799,22910,6,2.95
570806,85185B,6,2.95
570807,23494,3,5.95
570818,46000M,2,1.55
570821,23127,12,4.15
570822,22501,24,0.0
570823,23254,24,4.15
570824,72351B,12,2.1
570825,22845,24,5.55
570826,21368,1,0.75
570827,21912,2,3.75
C570828,90059C,-6,1.65
570829,48194,2,8.25
570830,23534,3,5.95
C570831,90024B,-2,8.5
570832,47590A,6,5.45
570833,23083,12,3.75
570834,22423,2,12.75
C570835,23236,-5,2.89
570836,20974,24,0.65
570837,21731,12,1.65
570838,79051A,16,0.29
570839,22375,4,4.25
570840,21523,2,8.25
570841,22745,6,2.1
570842,20727,10,1.65
570843,23300,1,1.65
570844,22086,40,2.55
C570845,23328,-1,3.39
570846,23224,2,0.83
570847,22588,6,2.89
570848,22086,40,2.55
570849,22910,40,2.55
C570850,22910,-40,2.55
570851,23389,32,4.15
570852,22191,2,8.5
C570853,22086,-40,2.55
C570854,22086,-40,2.55
570855,23309,24,0.55
570856,16156S,25,0.42
570857,23094,1,12.5
570858,22564,1,1.25
570859,15056P,3,5.95
570860,16168M,44,0.0
570861,22076,12,1.65
570862,21703,24,0.42
570863,22940,6,4.25
570864,22147,12,1.45
570865,23510,20,0.42
570866,21485,6,4.95
C570867,23290,-8,1.25
570868,21311,96,0.0
570869,79164,36,0.0
570871,21314,1,4.13
570872,11001,2,3.29
570873,23322,-40,0.0
570874,23020,-4,0.0
570875,22617,3,4.95
570876,46000S,1,1.45
570877,23203,20,2.08
570878,23284,4,8.25
570879,21108,18,0.79
570880,22630,12,1.95
570881,22325,3,4.95
570882,79321,4,5.75
570883,21731,12,1.65
570884,22378,1,2.1
570885,22588,12,2.89
570886,15056P,27,4.95
570887,46000M,12,1.55
570888,22654,3,5.95
C570889,84406B,-4,4.15
570896,85099B,10,2.08
C570902,84820,-4,5.95
570906,23127,12,4.15
570910,22429,12,4.25
570919,22845,2,6.35
C570958,23203,-2,2.08
570961,23163,96,2.08
C570962,23503,-1,1.25
C570963,85183A,-1,1.25
570964,22667,6,2.95
570973,22424,5,12.75
570983,22940,4,4.25
570984,22423,4,12.75
C570996,23376,-24,0.39
C571003,22061,-1,9.95
571006,70007,12,1.65
571007,23196,12,1.45
571008,85123A,12,2.95
C571009,90201A,-4,2.95
571010,22848,-16,0.0
571011,21078,-207,0.0
571012,21402,-147,0.0
571013,23306,-104,0.0
C571014,22654,-2,5.95
571016,84596G,288,0.0
571017,21123,24,1.25
571024,22812,-270,0.0
C571023,84978,-1,1.25
571027,72816,-36,0.0
571028,85123A,2,2.95
C571029,22149,-2,2.1
571030,21843,6,10.95
571031,23204,10,0.85
571032,21391,3,0.75
571033,22910,40,2.55
571034,22487,4,8.5
571035,21238,8,0.85
571036,22381,50,1.85
571037,20669,-25,0.0
571038,21115,1,6.75
571039,21949,1,1.25
571040,23284,2,8.25
571041,21928,10,2.08
571042,23306,48,0.0
571043,22637,4,2.55
571044,21210,12,1.45
C571045,21731,-12,1.65
571046,21829,36,0.21
571047,22865,12,2.1
571048,23506,20,0.42
571049,22959,25,0.42
571050,20975,24,0.65
C571051,22423,-1,12.75
571052,23551,1,0.39
571053,23245,4,4.95
571054,21499,25,0.42
571055,22187,6,1.95
571056,23108,2,6.25
571057,22795,4,6.75
571058,23382,36,3.29
C571059,21257,-1,7.95
571060,23150,1,2.49
571061,15056n,2,12.46
571062,51014C,60,0.39
571063,23108,4,6.25
571064,22906,1,1.65
571065,23494,6,5.95
C571066,22405,-1,1.06
571067,22909,12,0.85
571069,23211,6,1.25
571080,23322,6,2.95
571081,84836,12,1.25
571082,16236,1,0.42
571090,22728,4,3.75
571098,21917,1,0.42
571099,15034,384,0.14
571100,21833,12,1.69
571101,23542,2,8.25
571102,23284,4,7.95
571103,23470,2,6.25
571104,20725,10,1.65
571105,85036B,3,1.25
571106,M,1,1.0
571107,22965,6,2.1
571108,22179,4,6.75
571109,21890,2,3.25
571111,POST,1,15.0
571112,22637,-65,0.0
571113,21407,-19,0.0
571114,23159,-99,0.0
571115,82567,-73,0.0
571116,23131,-49,0.0
571117,23039,6,1.95
571118,23206,10,1.65
571119,20675,2,2.46
571120,21181,24,2.1
571121,23393,8,3.75
571122,21326,36,0.65
571123,22551,12,1.65
571124,72802A,-306,0.0
571125,22996,240,0.42
571126,72802A,-50,0.0
C571127,35970,-36,1.69
571128,72802A,54,0.0
571129,23354,24,0.83
571130,72802C,-37,0.0
571131,72802B,-51,0.0
571142,23128,12,4.95
571158,21774,1,1.25
571169,23469,6,4.15
571178,23283,2,8.25
571179,M,1,40.0
571180,23073,3,12.5
571181,48173C,10,7.08
571182,21429,8,1.95
571183,15056P,2,5.95
571184,23201,10,2.08
571185,22739,10,1.65
C571186,21464,-2,4.25
571187,22960,6,4.25
571188,22816,12,0.42
571189,22043,48,0.19
571190,M,4,0.12
571191,POST,1,15.0
571192,21314,8,2.1
571193,22988,24,1.25
C571196,84991,-24,0.55
571197,22318,2,2.95
571198,21190,48,0.0
571199,21497,300,0.36
571200,23188,12,1.65
571201,22940,12,3.75
571202,85123A,72,2.95
571203,23559,6,2.08
571204,22180,6,9.95
571205,22112,3,4.95
571212,21506,24,0.42
571213,22470,6,2.95
571214,22421,1,0.42
571215,22947,6,16.95
571216,22697,1,2.95
571217,23209,10,1.65
571218,23381,24,0.39
571219,23471,2,9.95
571221,23326,36,0.63
C571220,M,-1,599.5
571222,21463,1,5.95
571223,M,1,599.5
571224,23359,12,1.95
571225,82484,2,7.95
571226,20749,4,7.95
571227,21231,36,1.25
571228,22804,12,2.95
571229,22186,3,1.95
571230,47504K,12,0.79
571231,82583,72,1.85
571232,21928,10,2.08
C571233,22667,-24,2.55
571234,84596F,56,0.42
571235,23203,20,2.08
571236,21175,12,2.55
571237,21181,12,2.1
571238,23541,2,8.25
571239,22339,96,0.19
571240,23367,16,0.65
571241,22699,2,2.95
571242,23382,36,3.29
571243,21213,24,0.55
571244,23297,1,1.65
571245,22178,96,1.65
571246,22998,72,0.42
571247,23240,6,4.15
571248,23307,24,0.55
571249,23084,6,0.0
571250,22637,36,2.55
C571251,22625,-2,8.5
571254,23427,-2,0.0
571255,82494L,72,2.55
571256,23235,1,2.89
571257,23349,2,2.46
571258,82486,2,8.95
571259,21787,360,0.85
571260,22470,10,2.95
571261,21787,360,0.85
C571262,21787,-360,0.85
571263,85099C,10,2.08
C571264,22605,-1,14.95
571265,15056BL,1,5.95
571266,23534,4,5.95
571267,21534,12,4.25
571268,46000S,5,1.45
571269,22826,1,85.0
571270,23131,2,4.15
571271,21754,1,6.25
571272,23118,8,7.5
571273,22621,12,1.65
571274,23456,2,4.15
571275,22791,12,1.25
571276,23541,2,8.25
571277,85048,3,7.95
571278,21108,18,0.79
571279,22489,4,0.42
571280,84078A,1,39.95
571281,23405,12,4.15
571282,22976,1,1.25
571283,46000U,4,1.25
571284,20802,1,1.65
C571285,22915,-36,0.42
571286,71038,2,5.45
C571287,22191,-1,8.5
571288,23530,1,4.95
571289,82552,1,1.45
571290,22427,3,5.95
571291,23328,2,3.75
571292,16008,12,0.12
571293,20914,1,2.95
571294,22572,2,0.85
571295,22429,12,4.25
571296,22816,12,0.42
571297,22526,1,12.75
571298,85099B,300,1.79
571299,21928,100,1.79
571300,21731,36,1.65
571301,85099F,10,2.08
571302,72741,216,1.25
571303,23434,10,0.79
571304,21249,6,2.95
571305,15056n,2,12.46
571306,23350,72,1.04
571307,23189,6,2.89
571308,23310,72,0.42
571309,85071A,1,0.39
571310,21014,24,0.29
571311,23542,2,8.25
571312,22720,3,4.95
571313,21232,72,1.06
571314,21733,64,2.55
571315,82494L,18,2.95
C571316,23483,-3,1.25
571317,21929,2,2.08
571318,23245,96,4.95
C571319,23145,-1,0.95
C571320,22364,-4,2.95
C571321,17129F,-2,0.85
571322,21928,10,2.08
571323,23500,20,1.25
571324,M,1,283.02
C571325,M,-1,339.02
571326,M,1,339.02
C571327,M,-1,283.02
571328,22573,12,0.85
C571329,23413,-12,4.15
C571336,22070,-1,3.75
C571346,23296,-6,1.25
571352,23357,2,4.95
571360,85179A,12,1.25
571372,22436,1,0.65
571377,22627,2,8.5
571404,85049E,12,1.25
571405,23524,6,3.75
571406,23354,12,0.83
571407,21137,72,3.39
571408,22326,1,2.95
571409,22549,12,1.45
571410,21485,3,4.95
571411,21340,2,12.75
571412,23354,12,0.83
571413,22029,12,0.42
571418,23067,4,4.15
571425,23111,1,12.5
571426,22112,3,4.95
571427,22716,36,0.42
571428,21174,12,2.08
571429,20767,1,2.55
571430,84949,6,1.65
571431,22086,240,2.55
571432,84949,288,1.45
571433,85049E,12,1.25
571434,23230,25,0.42
571435,22596,12,1.25
571436,23208,10,1.65
571437,23199,3,2.08
571438,21754,3,6.25
571439,23517,12,2.89
571441,10135,1,2.46
C571440,CRUK,-1,495.98
571442,48138,3,8.25
571443,22941,1,8.5
571444,22624,2,8.5
571445,21481,8,3.75
571446,22423,32,10.95
571447,23382,36,3.29
571456,22998,24,0.42
571457,22663,10,2.08
571458,21761,-2,0.0
571459,20839,-80,0.0
571460,46775D,6,0.0
571461,22688,1,8.25
571462,82482,12,2.95
